repository,repository_url,method,test_method
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/route/src/main/java/org/apache/shardingsphere/infra/route/engine/tableless/type/ignore/TablelessIgnoreRouteEngine.java,/tmp/repo_zu9qvcvy/infra/route/src/test/java/org/apache/shardingsphere/infra/route/engine/tableless/type/ignore/TablelessIgnoreRouteEngineTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/rewrite/src/main/java/org/apache/shardingsphere/infra/rewrite/parameter/builder/impl/GroupedParameterBuilder.java,/tmp/repo_zu9qvcvy/infra/rewrite/src/test/java/org/apache/shardingsphere/infra/rewrite/parameter/builder/impl/GroupedParameterBuilderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/features/sharding/core/src/main/java/org/apache/shardingsphere/sharding/route/engine/condition/Column.java,/tmp/repo_zu9qvcvy/infra/rewrite/src/test/java/org/apache/shardingsphere/infra/rewrite/sql/token/common/pojo/generic/UseDefaultInsertColumnsTokenTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/kernel/global-clock/core/src/main/java/org/apache/shardingsphere/globalclock/rule/GlobalClockRule.java,/tmp/repo_zu9qvcvy/kernel/global-clock/core/src/test/java/org/apache/shardingsphere/globalclock/rule/builder/DefaultGlobalClockRuleConfigurationBuilderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/mode/type/cluster/core/src/main/java/org/apache/shardingsphere/mode/manager/cluster/ClusterContextManagerBuilder.java,/tmp/repo_zu9qvcvy/mode/type/cluster/core/src/test/java/org/apache/shardingsphere/mode/manager/cluster/ClusterContextManagerBuilderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/main/java/org/apache/shardingsphere/db/protocol/mysql/packet/command/query/binary/execute/protocol/MySQLDoubleBinaryProtocolValue.java,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/test/java/org/apache/shardingsphere/db/protocol/mysql/packet/command/query/binary/execute/protocol/MySQLDoubleBinaryProtocolValueTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/database/type/opengauss/src/main/java/org/apache/shardingsphere/infra/database/opengauss/connector/OpenGaussConnectionPropertiesParser.java,/tmp/repo_zu9qvcvy/infra/database/type/opengauss/src/test/java/org/apache/shardingsphere/infra/database/opengauss/connector/OpenGaussConnectionPropertiesParserTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/parser/src/main/java/org/apache/shardingsphere/infra/parser/cache/SQLStatementCacheBuilder.java,/tmp/repo_zu9qvcvy/infra/parser/src/test/java/org/apache/shardingsphere/infra/parser/cache/SQLStatementCacheBuilderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/parser/sql/spi/src/main/java/org/apache/shardingsphere/sql/parser/api/parser/SQLParser.java,/tmp/repo_zu9qvcvy/parser/sql/dialect/mysql/src/test/java/org/apache/shardingsphere/test/it/sql/parser/it/mysql/external/ExternalMySQLParserIT.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/database/core/src/main/java/org/apache/shardingsphere/infra/database/core/metadata/data/loader/MetaDataLoader.java,/tmp/repo_zu9qvcvy/infra/database/core/src/test/java/org/apache/shardingsphere/infra/database/core/metadata/data/loader/type/IndexMetaDataLoaderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/features/sharding/core/src/main/java/org/apache/shardingsphere/sharding/route/engine/condition/Column.java,/tmp/repo_zu9qvcvy/db-protocol/postgresql/src/test/java/org/apache/shardingsphere/db/protocol/postgresql/packet/command/query/PostgreSQLColumnDescriptionTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/merge/src/main/java/org/apache/shardingsphere/infra/merge/result/MergedResult.java,/tmp/repo_zu9qvcvy/infra/merge/src/test/java/org/apache/shardingsphere/infra/merge/result/impl/local/LocalDataMergedResultTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/features/sharding/core/src/main/java/org/apache/shardingsphere/sharding/route/engine/condition/Column.java,/tmp/repo_zu9qvcvy/infra/rewrite/src/test/java/org/apache/shardingsphere/infra/rewrite/sql/token/keygen/pojo/GeneratedKeyInsertColumnTokenTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/distsql-handler/src/main/java/org/apache/shardingsphere/distsql/handler/executor/ral/plugin/type/LoadBalanceAlgorithmTypeAndClassMapper.java,/tmp/repo_zu9qvcvy/infra/distsql-handler/src/test/java/org/apache/shardingsphere/distsql/handler/executor/ral/plugin/type/LoadBalanceAlgorithmTypeAndClassMapperTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/kernel/transaction/api/src/main/java/org/apache/shardingsphere/transaction/config/TransactionRuleConfiguration.java,/tmp/repo_zu9qvcvy/kernel/transaction/core/src/test/java/org/apache/shardingsphere/transaction/yaml/TransactionRuleConfigurationYamlIT.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/db-protocol/core/src/main/java/org/apache/shardingsphere/db/protocol/binary/BinaryColumnType.java,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/test/java/org/apache/shardingsphere/db/protocol/mysql/constant/MySQLBinaryColumnTypeTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/util/src/main/java/org/apache/shardingsphere/infra/util/close/DataSourcesCloser.java,/tmp/repo_zu9qvcvy/infra/util/src/test/java/org/apache/shardingsphere/infra/util/close/DataSourcesCloserTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/database/core/src/main/java/org/apache/shardingsphere/infra/database/core/connector/url/JdbcUrlAppender.java,/tmp/repo_zu9qvcvy/infra/database/core/src/test/java/org/apache/shardingsphere/infra/database/core/connector/url/JdbcUrlAppenderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/common/src/main/java/org/apache/shardingsphere/infra/config/rule/RuleConfiguration.java,/tmp/repo_zu9qvcvy/infra/common/src/test/java/org/apache/shardingsphere/infra/rule/builder/fixture/FixtureDatabaseRuleConfigurationBuilder.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/exception/dialect/core/src/main/java/org/apache/shardingsphere/infra/exception/dialect/exception/SQLDialectException.java,/tmp/repo_zu9qvcvy/infra/exception/dialect/type/postgresql/src/test/java/org/apache/shardingsphere/infra/exception/postgresql/mapper/PostgreSQLDialectExceptionMapperTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/distsql-handler/src/main/java/org/apache/shardingsphere/distsql/handler/executor/rql/resource/ShowStorageUnitExecutor.java,/tmp/repo_zu9qvcvy/infra/distsql-handler/src/test/java/org/apache/shardingsphere/distsql/handler/executor/rql/resource/ShowStorageUnitExecutorTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/database/core/src/main/java/org/apache/shardingsphere/infra/database/core/connector/ConnectionProperties.java,/tmp/repo_zu9qvcvy/infra/database/type/opengauss/src/test/java/org/apache/shardingsphere/infra/database/opengauss/connector/OpenGaussConnectionPropertiesParserTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/spi/src/main/java/org/apache/shardingsphere/infra/spi/type/typed/TypedSPI.java,/tmp/repo_zu9qvcvy/infra/database/core/src/test/java/org/apache/shardingsphere/infra/database/core/spi/fixture/DatabaseTypedSPIFixture.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/db-protocol/postgresql/src/main/java/org/apache/shardingsphere/db/protocol/postgresql/codec/PostgreSQLPacketCodecEngine.java,/tmp/repo_zu9qvcvy/db-protocol/postgresql/src/test/java/org/apache/shardingsphere/db/protocol/postgresql/codec/PostgreSQLPacketCodecEngineTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/rewrite/src/main/java/org/apache/shardingsphere/infra/rewrite/sql/token/common/pojo/generic/SubstitutableColumnNameToken.java,/tmp/repo_zu9qvcvy/infra/rewrite/src/test/java/org/apache/shardingsphere/infra/rewrite/sql/token/common/pojo/generic/SubstitutableColumnNameTokenTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/algorithm/type/load-balancer/core/src/main/java/org/apache/shardingsphere/infra/algorithm/loadbalancer/core/LoadBalanceAlgorithm.java,/tmp/repo_zu9qvcvy/infra/algorithm/type/load-balancer/type/random/src/test/java/org/apache/shardingsphere/infra/algorithm/loadbalancer/random/RandomLoadBalanceAlgorithmTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/db-protocol/postgresql/src/main/java/org/apache/shardingsphere/db/protocol/postgresql/packet/command/query/extended/describe/PostgreSQLComDescribePacket.java,/tmp/repo_zu9qvcvy/db-protocol/postgresql/src/test/java/org/apache/shardingsphere/db/protocol/postgresql/packet/command/query/extended/describe/PostgreSQLComDescribePacketTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/rewrite/src/main/java/org/apache/shardingsphere/infra/rewrite/parameter/rewriter/ParameterRewriter.java,/tmp/repo_zu9qvcvy/infra/rewrite/src/test/java/org/apache/shardingsphere/infra/rewrite/parameter/rewriter/keygen/GeneratedKeyInsertValueParameterRewriterTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/main/java/org/apache/shardingsphere/db/protocol/mysql/packet/binlog/MySQLBinlogEventHeader.java,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/test/java/org/apache/shardingsphere/db/protocol/mysql/packet/binlog/MySQLBinlogEventHeaderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/common/src/main/java/org/apache/shardingsphere/infra/config/rule/RuleConfiguration.java,/tmp/repo_zu9qvcvy/kernel/sql-parser/core/src/test/java/org/apache/shardingsphere/parser/rule/builder/DefaultSQLParserRuleConfigurationBuilderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/parser/sql/statement/core/src/main/java/org/apache/shardingsphere/sql/parser/statement/core/segment/dml/pagination/rownum/ExpressionRowNumberValueSegment.java,/tmp/repo_zu9qvcvy/parser/sql/statement/core/src/test/java/org/apache/shardingsphere/sql/parser/statement/core/segment/dml/pagination/rownum/ExpressionRowNumberValueSegmentTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/executor/src/main/java/org/apache/shardingsphere/infra/executor/sql/execute/result/query/QueryResult.java,/tmp/repo_zu9qvcvy/infra/executor/src/test/java/org/apache/shardingsphere/infra/executor/sql/execute/result/query/impl/driver/jdbc/type/stream/JDBCStreamQueryResultTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/database/core/src/main/java/org/apache/shardingsphere/infra/database/core/metadata/database/system/SystemDatabase.java,/tmp/repo_zu9qvcvy/infra/database/type/mysql/src/test/java/org/apache/shardingsphere/infra/database/mysql/metadata/database/system/MySQLSystemDatabaseTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/util/src/main/java/org/apache/shardingsphere/infra/util/retry/RetryExecutor.java,/tmp/repo_zu9qvcvy/infra/util/src/test/java/org/apache/shardingsphere/infra/util/retry/RetryExecutorTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/common/src/main/java/org/apache/shardingsphere/infra/state/instance/InstanceStateContext.java,/tmp/repo_zu9qvcvy/infra/common/src/test/java/org/apache/shardingsphere/infra/state/instance/InstanceStateContextTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/database/type/clickhouse/src/main/java/org/apache/shardingsphere/infra/database/clickhouse/metadata/database/ClickHouseDatabaseMetaData.java,/tmp/repo_zu9qvcvy/infra/database/type/clickhouse/src/test/java/org/apache/shardingsphere/infra/database/clickhouse/metadata/database/ClickHouseDatabaseMetaDataTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/executor/src/main/java/org/apache/shardingsphere/infra/executor/sql/process/lock/ProcessOperationLockRegistry.java,/tmp/repo_zu9qvcvy/infra/executor/src/test/java/org/apache/shardingsphere/infra/executor/sql/process/lock/ProcessOperationLockRegistryTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/kernel/data-pipeline/api/src/main/java/org/apache/shardingsphere/data/pipeline/api/PipelineDataSourceConfiguration.java,/tmp/repo_zu9qvcvy/kernel/data-pipeline/api/src/test/java/org/apache/shardingsphere/data/pipeline/api/type/StandardPipelineDataSourceConfigurationTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/rewrite/src/main/java/org/apache/shardingsphere/infra/rewrite/sql/token/keygen/pojo/GeneratedKeyInsertColumnToken.java,/tmp/repo_zu9qvcvy/infra/rewrite/src/test/java/org/apache/shardingsphere/infra/rewrite/sql/token/keygen/generator/GeneratedKeyInsertColumnTokenGeneratorTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/mode/core/src/main/java/org/apache/shardingsphere/mode/manager/listener/ContextManagerLifecycleListener.java,/tmp/repo_zu9qvcvy/kernel/schedule/core/src/test/java/org/apache/shardingsphere/schedule/core/job/statistics/collect/StatisticsCollectContextManagerLifecycleListenerTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/parser/sql/engine/src/main/java/org/apache/shardingsphere/sql/parser/core/database/visitor/SQLVisitorRule.java,/tmp/repo_zu9qvcvy/parser/sql/engine/src/test/java/org/apache/shardingsphere/sql/parser/core/database/visitor/SQLVisitorRuleTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/main/java/org/apache/shardingsphere/db/protocol/mysql/packet/command/MySQLCommandPacket.java,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/test/java/org/apache/shardingsphere/db/protocol/mysql/packet/command/MySQLCommandPacketTypeTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/main/java/org/apache/shardingsphere/db/protocol/mysql/packet/command/query/binary/MySQLComStmtSendLongDataPacket.java,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/test/java/org/apache/shardingsphere/db/protocol/mysql/packet/command/query/binary/MySQLComStmtSendLongDataPacketTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/database/core/src/main/java/org/apache/shardingsphere/infra/database/core/type/DatabaseType.java,/tmp/repo_zu9qvcvy/infra/database/type/presto/src/test/java/org/apache/shardingsphere/infra/database/presto/type/PrestoDatabaseTypeTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/kernel/sql-federation/api/src/main/java/org/apache/shardingsphere/sqlfederation/spi/SQLFederationDecider.java,/tmp/repo_zu9qvcvy/kernel/single/core/src/test/java/org/apache/shardingsphere/single/decider/SingleSQLFederationDeciderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/database/core/src/main/java/org/apache/shardingsphere/infra/database/core/connector/ConnectionProperties.java,/tmp/repo_zu9qvcvy/infra/database/type/clickhouse/src/test/java/org/apache/shardingsphere/infra/database/clickhouse/connector/ClickHouseConnectionPropertiesParserTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/parser/sql/statement/core/src/main/java/org/apache/shardingsphere/sql/parser/statement/core/util/SafeNumberOperationUtils.java,/tmp/repo_zu9qvcvy/parser/sql/statement/core/src/test/java/org/apache/shardingsphere/sql/parser/statement/core/util/SafeNumberOperationUtilsTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/database/core/src/main/java/org/apache/shardingsphere/infra/database/core/metadata/data/loader/type/TableMetaDataLoader.java,/tmp/repo_zu9qvcvy/infra/database/core/src/test/java/org/apache/shardingsphere/infra/database/core/metadata/data/loader/type/TableMetaDataLoaderTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/url/core/src/main/java/org/apache/shardingsphere/infra/url/core/ShardingSphereURLLoadEngine.java,/tmp/repo_zu9qvcvy/infra/url/core/src/test/java/org/apache/shardingsphere/infra/url/core/ShardingSphereURLLoadEngineTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/mode/type/cluster/repository/provider/etcd/src/main/java/org/apache/shardingsphere/mode/repository/cluster/etcd/props/EtcdProperties.java,/tmp/repo_zu9qvcvy/mode/type/cluster/repository/provider/etcd/src/test/java/org/apache/shardingsphere/mode/repository/cluster/etcd/props/EtcdPropertiesTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/rewrite/src/main/java/org/apache/shardingsphere/infra/rewrite/sql/token/keygen/pojo/GeneratedKeyAssignmentToken.java,/tmp/repo_zu9qvcvy/infra/rewrite/src/test/java/org/apache/shardingsphere/infra/rewrite/sql/token/keygen/generator/GeneratedKeyAssignmentTokenGeneratorTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/rewrite/src/main/java/org/apache/shardingsphere/infra/rewrite/sql/token/common/pojo/generic/InsertColumnsToken.java,/tmp/repo_zu9qvcvy/infra/rewrite/src/test/java/org/apache/shardingsphere/infra/rewrite/sql/token/common/pojo/generic/InsertColumnsTokenTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/executor/src/main/java/org/apache/shardingsphere/infra/executor/kernel/thread/ExecutorServiceManager.java,/tmp/repo_zu9qvcvy/infra/executor/src/test/java/org/apache/shardingsphere/infra/executor/kernel/thread/ExecutorServiceManagerTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/db-protocol/postgresql/src/main/java/org/apache/shardingsphere/db/protocol/postgresql/packet/command/query/extended/bind/protocol/PostgreSQLInt4BinaryProtocolValue.java,/tmp/repo_zu9qvcvy/db-protocol/postgresql/src/test/java/org/apache/shardingsphere/db/protocol/postgresql/packet/command/query/extended/bind/protocol/PostgreSQLInt4BinaryProtocolValueTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/kernel/transaction/type/xa/spi/src/main/java/org/apache/shardingsphere/transaction/xa/spi/SingleXAResource.java,/tmp/repo_zu9qvcvy/kernel/transaction/type/xa/spi/src/test/java/org/apache/shardingsphere/transaction/xa/spi/SingleXAResourceTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/main/java/org/apache/shardingsphere/db/protocol/mysql/packet/command/query/binary/execute/protocol/MySQLDateBinaryProtocolValue.java,/tmp/repo_zu9qvcvy/db-protocol/mysql/src/test/java/org/apache/shardingsphere/db/protocol/mysql/packet/command/query/binary/execute/protocol/MySQLDateBinaryProtocolValueTest.java
apache/incubator-shardingsphere,https://github.com/apache/incubator-shardingsphere.git,/tmp/repo_zu9qvcvy/infra/common/src/main/java/org/apache/shardingsphere/infra/yaml/config/pojo/mode/YamlModeConfiguration.java,/tmp/repo_zu9qvcvy/infra/common/src/test/java/org/apache/shardingsphere/infra/yaml/config/swapper/mode/YamlModeConfigurationSwapperTest.java
